,ARO Accession,Model Name,ARO Name,AMR Gene Family,Drug Class,Resistance Mechanism,CARD Short Name,Protein Accession,DNA Accession
3307,ARO:3008491,OXA-1073,OXA-1073,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1073,CAJ77817.2,AM231720.2
3308,ARO:3008492,OXA-1074,OXA-1074,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1074,CAJ77817.2,AM231720.2
3309,ARO:3008493,OXA-1075,OXA-1075,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1075,CAJ77817.2,AM231720.2
3310,ARO:3008494,OXA-1076,OXA-1076,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1076,CAJ77817.2,AM231720.2
3311,ARO:3008495,OXA-1077,OXA-1077,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1077,CAJ77817.2,AM231720.2
3312,ARO:3008496,OXA-1078,OXA-1078,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1078,CAJ77817.2,AM231720.2
3313,ARO:3008497,OXA-1079,OXA-1079,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1079,CAJ77817.2,AM231720.2
3314,ARO:3001639,OXA-108,OXA-108,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-108,CAJ77817.2,AM231720.2
3315,ARO:3008498,OXA-1080,OXA-1080,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1080,CAJ77817.2,AM231720.2
3316,ARO:3008499,OXA-1081,OXA-1081,OXA beta-lactamase;OXA-24-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1081,UBS26085.1,OK271078.1
3317,ARO:3008500,OXA-1082,OXA-1082,OXA beta-lactamase;OXA-2-like beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OXA-1082,QXJ78545.1,MZ497412.1
3318,ARO:3008501,OXA-1083,OXA-1083,OXA beta-lactamase;OXA-2-like beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OXA-1083,QXJ78545.1,MZ497412.1
3319,ARO:3008502,OXA-1084,OXA-1084,OXA beta-lactamase;OXA-2-like beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OXA-1084,QXJ78545.1,MZ497412.1
3320,ARO:3008503,OXA-1085,OXA-1085,OXA beta-lactamase;OXA-2-like beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OXA-1085,QXJ78545.1,MZ497412.1
3321,ARO:3008504,OXA-1086,OXA-1086,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OXA-1086,AAG45720.1,AF205943.1
3322,ARO:3008505,OXA-1087,OXA-1087,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OXA-1087,AAG45720.1,AF205943.1
3323,ARO:3008506,OXA-1088,OXA-1088,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OXA-1088,AAG45720.1,AF205943.1
3324,ARO:3008507,OXA-1089,OXA-1089,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1089,QWA20206.1,MZ265759.1
3325,ARO:3001640,OXA-109,OXA-109,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-109,CAJ77817.2,AM231720.2
3326,ARO:3008508,OXA-1090,OXA-1090,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1090,QWA20206.1,MZ265759.1
3327,ARO:3008509,OXA-1091,OXA-1091,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1091,QWA20206.1,MZ265759.1
3328,ARO:3008510,OXA-1092,OXA-1092,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1092,CAJ77817.2,AM231720.2
3329,ARO:3008511,OXA-1093,OXA-1093,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1093,CAJ77817.2,AM231720.2
3330,ARO:3008512,OXA-1094,OXA-1094,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1094,CAJ77817.2,AM231720.2
3331,ARO:3008513,OXA-1095,OXA-1095,OXA beta-lactamase;OXA-23-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1095,ENV88740.1,APQF01000011.1
3332,ARO:3008514,OXA-1096,OXA-1096,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1096,CAJ77817.2,AM231720.2
3333,ARO:3008515,OXA-1097,OXA-1097,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1097,CAJ77817.2,AM231720.2
3334,ARO:3008516,OXA-1098,OXA-1098,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1098,CAJ77817.2,AM231720.2
3335,ARO:3008517,OXA-1099,OXA-1099,OXA beta-lactamase;OXA-63-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1099,UNN26059.1,OM977008.1
3336,ARO:3001406,OXA-11,OXA-11,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OXA-11,AAG45720.1,AF205943.1
3337,ARO:3001641,OXA-110,OXA-110,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-110,CAJ77817.2,AM231720.2
3338,ARO:3008518,OXA-1100,OXA-1100,OXA beta-lactamase;OXA-63-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1100,UNN26059.1,OM977008.1
3339,ARO:3008519,OXA-1101,OXA-1101,OXA beta-lactamase;OXA-63-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1101,UNN26059.1,OM977008.1
3340,ARO:3008520,OXA-1102,OXA-1102,OXA beta-lactamase;OXA-63-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1102,UNN26059.1,OM977008.1
3341,ARO:3008521,OXA-1103,OXA-1103,OXA beta-lactamase;OXA-63-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1103,UNN26059.1,OM977008.1
3342,ARO:3008522,OXA-1104,OXA-1104,OXA beta-lactamase;OXA-63-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1104,UNN26059.1,OM977008.1
3343,ARO:3008523,OXA-1105,OXA-1105,OXA beta-lactamase;OXA-63-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1105,UNN26059.1,OM977008.1
3344,ARO:3008524,OXA-1106,OXA-1106,OXA beta-lactamase;OXA-63-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1106,UNN26059.1,OM977008.1
3345,ARO:3008525,OXA-1107,OXA-1107,OXA beta-lactamase;OXA-63-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1107,UNN26059.1,OM977008.1
3346,ARO:3008526,OXA-1108,OXA-1108,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1108,QWA20206.1,MZ265759.1
3347,ARO:3008527,OXA-1109,OXA-1109,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1109,CAJ77817.2,AM231720.2
3348,ARO:3001642,OXA-111,OXA-111,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-111,CAJ77817.2,AM231720.2
3349,ARO:3008528,OXA-1110,OXA-1110,OXA beta-lactamase;OXA-134-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1110,QWA20205.1,MZ265758.1
3350,ARO:3008529,OXA-1111,OXA-1111,OXA beta-lactamase;OXA-134-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1111,QWA20205.1,MZ265758.1
3351,ARO:3008530,OXA-1112,OXA-1112,OXA beta-lactamase;OXA-134-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1112,QWA20205.1,MZ265758.1
3352,ARO:3008531,OXA-1113,OXA-1113,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1113,QWA20199.1,MZ265752.1
3353,ARO:3008532,OXA-1114,OXA-1114,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1114,QWA20199.1,MZ265752.1
3354,ARO:3008533,OXA-1115,OXA-1115,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1115,QWA20199.1,MZ265752.1
3355,ARO:3008534,OXA-1116,OXA-1116,OXA beta-lactamase;OXA-134-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1116,QWA20205.1,MZ265758.1
3356,ARO:3008535,OXA-1117,OXA-1117,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1117,CAJ77817.2,AM231720.2
3357,ARO:3008536,OXA-1118,OXA-1118,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1118,CAJ77817.2,AM231720.2
3358,ARO:3008537,OXA-1119,OXA-1119,OXA beta-lactamase;OXA-48-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1119,QWQ82939.1,MZ368699.1
3359,ARO:3001643,OXA-112,OXA-112,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-112,CAJ77817.2,AM231720.2
3360,ARO:3008538,OXA-1120,OXA-1120,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OXA-1120,AAG45720.1,AF205943.1
3361,ARO:3008539,OXA-1121,OXA-1121,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1121,CAJ77817.2,AM231720.2
3362,ARO:3008540,OXA-1122,OXA-1122,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1122,CAJ77817.2,AM231720.2
3363,ARO:3008541,OXA-1123,OXA-1123,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1123,CAJ77817.2,AM231720.2
3364,ARO:3008542,OXA-1124,OXA-1124,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1124,QWY90351.1,MZ449317.1
3365,ARO:3008543,OXA-1125,OXA-1125,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1125,QWY90351.1,MZ449317.1
3366,ARO:3008544,OXA-1126,OXA-1126,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1126,QWY90351.1,MZ449317.1
3367,ARO:3008545,OXA-1127,OXA-1127,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1127,QWY90351.1,MZ449317.1
3368,ARO:3008546,OXA-1128,OXA-1128,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1128,QWY90351.1,MZ449317.1
3369,ARO:3008547,OXA-1129,OXA-1129,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1129,QWY90351.1,MZ449317.1
3370,ARO:3001644,OXA-113,OXA-113,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-113,CAJ77817.2,AM231720.2
3371,ARO:3008548,OXA-1130,OXA-1130,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1130,QWY90351.1,MZ449317.1
3372,ARO:3008549,OXA-1131,OXA-1131,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1131,QWY90351.1,MZ449317.1
3373,ARO:3008550,OXA-1132,OXA-1132,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1132,QWY90351.1,MZ449317.1
3374,ARO:3008551,OXA-1133,OXA-1133,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1133,QWY90351.1,MZ449317.1
3375,ARO:3008552,OXA-1134,OXA-1134,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1134,QWY90351.1,MZ449317.1
3376,ARO:3008553,OXA-1135,OXA-1135,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1135,QWY90351.1,MZ449317.1
3377,ARO:3008554,OXA-1136,OXA-1136,OXA beta-lactamase;OXA-2-like beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OXA-1136,QXJ78545.1,MZ497412.1
3378,ARO:3008555,OXA-1137,OXA-1137,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1137,QWA20199.1,MZ265752.1
3379,ARO:3008556,OXA-1138,OXA-1138,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1138,QWA20199.1,MZ265752.1
3380,ARO:3008557,OXA-1139,OXA-1139,OXA beta-lactamase;OXA-143-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1139,UTS94248.1,ON651495.1
3381,ARO:3008558,OXA-1140,OXA-1140,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1140,QWY90351.1,MZ449317.1
3382,ARO:3008559,OXA-1141,OXA-1141,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OXA-1141,AAG45720.1,AF205943.1
3383,ARO:3008560,OXA-1142,OXA-1142,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1142,QWA20206.1,MZ265759.1
3384,ARO:3008561,OXA-1143,OXA-1143,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1143,QWA20206.1,MZ265759.1
3385,ARO:3008562,OXA-1144,OXA-1144,OXA beta-lactamase;OXA-229-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1144,QWA20201.1,MZ265754.1
3386,ARO:3008563,OXA-1145,OXA-1145,OXA beta-lactamase;OXA-286-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1145,UUM03678.1,OP131862.1
3387,ARO:3008564,OXA-1146,OXA-1146,OXA beta-lactamase;OXA-48-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1146,QWQ82939.1,MZ368699.1
3388,ARO:3008565,OXA-1147,OXA-1147,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OXA-1147,AAG45720.1,AF205943.1
3389,ARO:3008566,OXA-1148,OXA-1148,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OXA-1148,AAG45720.1,AF205943.1
3390,ARO:3008567,OXA-1149,OXA-1149,OXA beta-lactamase;OXA-62-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1149,UVA78447.1,CP102780.1
3391,ARO:3001609,OXA-114a,OXA-114a,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114a,ABX38721.1,EU188842.1
3392,ARO:3005702,OXA-114b,OXA-114b,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114b,ABX38721.1,EU188842.1
3393,ARO:3005703,OXA-114c,OXA-114c,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114c,ABX38721.1,EU188842.1
3394,ARO:3005704,OXA-114d,OXA-114d,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114d,ABX38721.1,EU188842.1
3395,ARO:3005705,OXA-114e,OXA-114e,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114e,ABX38721.1,EU188842.1
3396,ARO:3005706,OXA-114f,OXA-114f,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114f,ABX38721.1,EU188842.1
3397,ARO:3005707,OXA-114g,OXA-114g,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114g,ABX38721.1,EU188842.1
3398,ARO:3005708,OXA-114h,OXA-114h,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114h,ABX38721.1,EU188842.1
3399,ARO:3005709,OXA-114i,OXA-114i,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114i,ABX38721.1,EU188842.1
3400,ARO:3005710,OXA-114j,OXA-114j,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114j,ABX38721.1,EU188842.1
3401,ARO:3005711,OXA-114k,OXA-114k,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114k,ABX38721.1,EU188842.1
3402,ARO:3005712,OXA-114l,OXA-114l,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114l,ABX38721.1,EU188842.1
3403,ARO:3005713,OXA-114m,OXA-114m,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114m,ABX38721.1,EU188842.1
3404,ARO:3005714,OXA-114n,OXA-114n,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114n,ABX38721.1,EU188842.1
3405,ARO:3005715,OXA-114p,OXA-114p,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114p,ABX38721.1,EU188842.1
3406,ARO:3005716,OXA-114q,OXA-114q,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114q,ABX38721.1,EU188842.1
3407,ARO:3005717,OXA-114r,OXA-114r,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114r,ABX38721.1,EU188842.1
3408,ARO:3005718,OXA-114s,OXA-114s,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114s,ABX38721.1,EU188842.1
3409,ARO:3005719,OXA-114t,OXA-114t,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114t,ABX38721.1,EU188842.1
3410,ARO:3005720,OXA-114u,OXA-114u,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114u,ABX38721.1,EU188842.1
3411,ARO:3005721,OXA-114v,OXA-114v,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114v,ABX38721.1,EU188842.1
3412,ARO:3005722,OXA-114w,OXA-114w,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114w,ABX38721.1,EU188842.1
3413,ARO:3005723,OXA-114x,OXA-114x,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114x,ABX38721.1,EU188842.1
3414,ARO:3001440,OXA-115,OXA-115,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-115,CAJ77817.2,AM231720.2
3415,ARO:3008568,OXA-1150,OXA-1150,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1150,QWA20199.1,MZ265752.1
3416,ARO:3008569,OXA-1151,OXA-1151,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1151,QWA20199.1,MZ265752.1
3417,ARO:3008570,OXA-1152,OXA-1152,OXA beta-lactamase;OXA-62-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1152,UVA78447.1,CP102780.1
3418,ARO:3008571,OXA-1153,OXA-1153,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1153,QWA20206.1,MZ265759.1
3419,ARO:3008572,OXA-1154,OXA-1154,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1154,QWA20206.1,MZ265759.1
3420,ARO:3008573,OXA-1155,OXA-1155,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1155,QWA20206.1,MZ265759.1
3421,ARO:3008574,OXA-1156,OXA-1156,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1156,QWA20206.1,MZ265759.1
3422,ARO:3008575,OXA-1157,OXA-1157,OXA beta-lactamase;OXA-12-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1157,BDS51121.1,LC732551.1
3423,ARO:3008576,OXA-1158,OXA-1158,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1158,QWA20206.1,MZ265759.1
3424,ARO:3008577,OXA-1159,OXA-1159,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1159,QWA20206.1,MZ265759.1
3425,ARO:3001441,OXA-116,OXA-116,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-116,QWA20206.1,MZ265759.1
3426,ARO:3008578,OXA-1160,OXA-1160,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1160,QWA20206.1,MZ265759.1
3427,ARO:3008579,OXA-1161,OXA-1161,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1161,QWA20206.1,MZ265759.1
3428,ARO:3008580,OXA-1162,OXA-1162,OXA beta-lactamase;OXA-12-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1162,BDS51121.1,LC732551.1
3429,ARO:3008581,OXA-1163,OXA-1163,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1163,QWA20206.1,MZ265759.1
3430,ARO:3008582,OXA-1164,OXA-1164,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1164,QWA20199.1,MZ265752.1
3431,ARO:3008583,OXA-1165,OXA-1165,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1165,QWA20199.1,MZ265752.1
3432,ARO:3008584,OXA-1166,OXA-1166,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1166,QWA20199.1,MZ265752.1
3433,ARO:3008585,OXA-1167,OXA-1167,OXA beta-lactamase;OXA-48-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1167,QWQ82939.1,MZ368699.1
3434,ARO:3008586,OXA-1168,OXA-1168,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OXA-1168,AAG45720.1,AF205943.1
3435,ARO:3008587,OXA-1169,OXA-1169,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OXA-1169,AAG45720.1,AF205943.1
3436,ARO:3001442,OXA-117,OXA-117,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-117,CAJ77817.2,AM231720.2
3437,ARO:3008588,OXA-1170,OXA-1170,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OXA-1170,AAG45720.1,AF205943.1
3438,ARO:3008589,OXA-1171,OXA-1171,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OXA-1171,AAG45720.1,AF205943.1
